location,section,level / floor,trade,state,start_date,complete_date,capture_date,building
BREAK ROOM CONFERENCE 182,C,1,In Wall Insulation,in-progress,,,2025/06/06,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Overhead Plumbing,in-progress,,,2025/06/06,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Wall Drywall Finish,in-progress,,,2025/06/06,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,BREAK ROOM CONFERENCE 182
BREAK ROOM CONFERENCE 182,C,1,Wall Prime Paint,in-progress,,,2025/06/06,BREAK ROOM CONFERENCE 182
RECEPTION 179,C,1,Wall Drywall,in-progress,,,2025/06/06,RECEPTION 179
RECEPTION 179,C,1,In Wall Insulation,in-progress,,,2025/06/06,RECEPTION 179
RECEPTION 179,C,1,Overhead Plumbing,in-progress,,,2025/06/06,RECEPTION 179
RECEPTION 179,C,1,Wall Drywall Finish,in-progress,,,2025/06/06,RECEPTION 179
RECEPTION 179,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,RECEPTION 179
RECEPTION 179,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,RECEPTION 179
RECEPTION 179,C,1,Wall Prime Paint,in-progress,,,2025/06/06,RECEPTION 179
MECHANICAL 192,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,MECHANICAL 192
MECHANICAL 192,C,1,In Wall Insulation,in-progress,,,2025/06/06,MECHANICAL 192
MECHANICAL 192,C,1,Overhead Plumbing,in-progress,,,2025/06/06,MECHANICAL 192
MECHANICAL 192,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,MECHANICAL 192
MECHANICAL 192,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MECHANICAL 192
MECHANICAL 192,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MECHANICAL 192
MECHANICAL 192,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,MECHANICAL 192
MIS EQUIPMENT STORAGE 138,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,In Wall Insulation,in-progress,,,2025/06/06,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Overhead Plumbing,in-progress,,,2025/06/06,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MIS EQUIPMENT STORAGE 138
MIS EQUIPMENT STORAGE 138,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,MIS EQUIPMENT STORAGE 138
SPECIAL OPERATION LT 143,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Overhead Plumbing,in-progress,,,2025/06/06,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,SPECIAL OPERATION LT 143
SPECIAL OPERATION LT 143,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,SPECIAL OPERATION LT 143
MARINE SERGEANT 142,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Overhead Plumbing,in-progress,,,2025/06/06,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MARINE SERGEANT 142
MARINE SERGEANT 142,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,MARINE SERGEANT 142
TRAFFIC SERGEANT 141,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,In Wall Insulation,in-progress,,,2025/06/06,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Overhead Plumbing,in-progress,,,2025/06/06,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,TRAFFIC SERGEANT 141
TRAFFIC SERGEANT 141,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,TRAFFIC SERGEANT 141
VOLUNTEER/LIGHT DUTY 140,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,In Wall Insulation,in-progress,,,2025/06/06,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Overhead Plumbing,in-progress,,,2025/06/06,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,VOLUNTEER/LIGHT DUTY 140
VOLUNTEER/LIGHT DUTY 140,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,VOLUNTEER/LIGHT DUTY 140
IT MANAGER 137,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,IT MANAGER 137
IT MANAGER 137,C,1,In Wall Insulation,in-progress,,,2025/06/06,IT MANAGER 137
IT MANAGER 137,C,1,Overhead Plumbing,in-progress,,,2025/06/06,IT MANAGER 137
IT MANAGER 137,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,IT MANAGER 137
IT MANAGER 137,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,IT MANAGER 137
IT MANAGER 137,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,IT MANAGER 137
IT MANAGER 137,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,IT MANAGER 137
PARTS STORAGE 189,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/06/06,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/06/06,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/06/06,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/06/06,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/06/06,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/06/06,PARTS STORAGE 189
PARTS STORAGE 189,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/06/06,PARTS STORAGE 189
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHIPPING STORAGE 190,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/06/06,SHIPPING STORAGE 190
SHOP FORMAN 184,SECTION D - OFFICES,1,Wall Drywall,in-progress,,,2025/06/06,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,In Wall Insulation,in-progress,,,2025/06/06,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Overhead Plumbing,in-progress,,,2025/06/06,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Wall Drywall Finish,in-progress,,,2025/06/06,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Overhead Duct Insulation,in-progress,,,2025/06/06,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Overhead Duct Rough In,in-progress,,,2025/06/06,SHOP FORMAN 184
SHOP FORMAN 184,SECTION D - OFFICES,1,Wall Prime Paint,in-progress,,,2025/06/06,SHOP FORMAN 184
KEY ROOM 185,C,1,Wall Drywall,in-progress,,,2025/06/06,KEY ROOM 185
KEY ROOM 185,C,1,In Wall Insulation,in-progress,,,2025/06/06,KEY ROOM 185
KEY ROOM 185,C,1,Overhead Plumbing,in-progress,,,2025/06/06,KEY ROOM 185
KEY ROOM 185,C,1,Wall Drywall Finish,in-progress,,,2025/06/06,KEY ROOM 185
KEY ROOM 185,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,KEY ROOM 185
KEY ROOM 185,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,KEY ROOM 185
KEY ROOM 185,C,1,Wall Prime Paint,in-progress,,,2025/06/06,KEY ROOM 185
IT MANAGER 136,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,IT MANAGER 136
IT MANAGER 136,C,1,In Wall Insulation,in-progress,,,2025/06/06,IT MANAGER 136
IT MANAGER 136,C,1,Overhead Plumbing,in-progress,,,2025/06/06,IT MANAGER 136
IT MANAGER 136,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,IT MANAGER 136
IT MANAGER 136,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,IT MANAGER 136
IT MANAGER 136,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,IT MANAGER 136
IT MANAGER 136,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,IT MANAGER 136
IT 135,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,IT 135
IT 135,C,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,IT 135
IT 135,C,1,Overhead Plumbing,in-progress,,,2025/06/06,IT 135
IT 135,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,IT 135
IT 135,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,IT 135
IT 135,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,IT 135
IT 135,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,IT 135
RECORDS 130,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,RECORDS 130
RECORDS 130,C,1,In Wall Insulation,in-progress,,,2025/06/06,RECORDS 130
RECORDS 130,C,1,Overhead Plumbing,in-progress,,,2025/06/06,RECORDS 130
RECORDS 130,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,RECORDS 130
RECORDS 130,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,RECORDS 130
RECORDS 130,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,RECORDS 130
RECORDS 130,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,RECORDS 130
RECORDS STORAGE 133,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Overhead Plumbing,in-progress,,,2025/06/06,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,RECORDS STORAGE 133
COMMUNITY ROOM 247 PPL 102,C,2,Wall Drywall,complete,,2025/06/06,2025/06/06,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,In Wall Insulation,in-progress,,,2025/06/06,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Overhead Plumbing,in-progress,,,2025/06/06,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Wall Drywall Finish,in-progress,,,2025/06/06,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Overhead Duct Insulation,in-progress,,,2025/06/06,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Overhead Duct Rough In,in-progress,,,2025/06/06,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Wall Prime Paint,in-progress,,,2025/06/06,COMMUNITY ROOM 247 PPL 102
STUDIO 126,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,STUDIO 126
STUDIO 126,C,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,STUDIO 126
STUDIO 126,C,1,Overhead Plumbing,in-progress,,,2025/06/06,STUDIO 126
STUDIO 126,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,STUDIO 126
STUDIO 126,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,STUDIO 126
STUDIO 126,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,STUDIO 126
STUDIO 126,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,STUDIO 126
STORAGE 127,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,STORAGE 127
STORAGE 127,C,1,In Wall Insulation,in-progress,,,2025/06/06,STORAGE 127
STORAGE 127,C,1,Overhead Plumbing,in-progress,,,2025/06/06,STORAGE 127
STORAGE 127,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,STORAGE 127
STORAGE 127,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,STORAGE 127
STORAGE 127,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,STORAGE 127
STORAGE 127,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,STORAGE 127
RECORDS SUPERVISOR 132,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,In Wall Insulation,in-progress,,,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Overhead Plumbing,in-progress,,,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 131,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,In Wall Insulation,in-progress,,,2025/06/06,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Overhead Plumbing,in-progress,,,2025/06/06,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,RECORDS SUPERVISOR 131
OFFICE 128,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,OFFICE 128
OFFICE 128,C,1,In Wall Insulation,in-progress,,,2025/06/06,OFFICE 128
OFFICE 128,C,1,Overhead Plumbing,in-progress,,,2025/06/06,OFFICE 128
OFFICE 128,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,OFFICE 128
OFFICE 128,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,OFFICE 128
OFFICE 128,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,OFFICE 128
OFFICE 128,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,OFFICE 128
SUPERVISOR 129,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,SUPERVISOR 129
SUPERVISOR 129,C,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,SUPERVISOR 129
SUPERVISOR 129,C,1,Overhead Plumbing,in-progress,,,2025/06/06,SUPERVISOR 129
SUPERVISOR 129,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,SUPERVISOR 129
SUPERVISOR 129,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,SUPERVISOR 129
SUPERVISOR 129,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,SUPERVISOR 129
SUPERVISOR 129,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,SUPERVISOR 129
COMMUNITY AFFAIRS 124,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,In Wall Insulation,in-progress,,,2025/06/06,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Overhead Plumbing,in-progress,,,2025/06/06,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,COMMUNITY AFFAIRS 124
AV ROOM 103,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,AV ROOM 103
AV ROOM 103,C,1,In Wall Insulation,in-progress,,,2025/06/06,AV ROOM 103
AV ROOM 103,C,1,Overhead Plumbing,in-progress,,,2025/06/06,AV ROOM 103
AV ROOM 103,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,AV ROOM 103
AV ROOM 103,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,AV ROOM 103
AV ROOM 103,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,AV ROOM 103
AV ROOM 103,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,AV ROOM 103
STORAGE 104,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,STORAGE 104
STORAGE 104,C,1,In Wall Insulation,in-progress,,,2025/06/06,STORAGE 104
STORAGE 104,C,1,Overhead Plumbing,in-progress,,,2025/06/06,STORAGE 104
STORAGE 104,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,STORAGE 104
STORAGE 104,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,STORAGE 104
STORAGE 104,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,STORAGE 104
STORAGE 104,C,1,Wall Prime Paint,in-progress,,,2025/06/06,STORAGE 104
ADMIN ASSISTANT 125,C,1,Wall Drywall,complete,,2025/06/06,2025/06/06,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,In Wall Insulation,in-progress,,,2025/06/06,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Plumbing,in-progress,,,2025/06/06,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Duct Insulation,in-progress,,,2025/06/06,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Duct Rough In,in-progress,,,2025/06/06,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,ADMIN ASSISTANT 125
RECEPTION 101,B,1,Wall Drywall,in-progress,,,2025/06/06,RECEPTION 101
RECEPTION 101,B,1,In Wall Insulation,in-progress,,,2025/06/06,RECEPTION 101
RECEPTION 101,B,1,Overhead Plumbing,in-progress,,,2025/06/06,RECEPTION 101
RECEPTION 101,B,1,Wall Drywall Finish,in-progress,,,2025/06/06,RECEPTION 101
RECEPTION 101,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,RECEPTION 101
RECEPTION 101,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,RECEPTION 101
RECEPTION 101,B,1,Wall Prime Paint,in-progress,,,2025/06/06,RECEPTION 101
SALLY PORT 105,B,1,Wall Drywall,in-progress,,,2025/06/06,SALLY PORT 105
SALLY PORT 105,B,1,In Wall Insulation,in-progress,,,2025/06/06,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Plumbing,in-progress,,,2025/06/06,SALLY PORT 105
SALLY PORT 105,B,1,Wall Drywall Finish,in-progress,,,2025/06/06,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,SALLY PORT 105
SALLY PORT 105,B,1,Wall Prime Paint,in-progress,,,2025/06/06,SALLY PORT 105
IT 115,B,1,Wall Drywall,complete,,2025/06/06,2025/06/06,IT 115
IT 115,B,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,IT 115
IT 115,B,1,Overhead Plumbing,in-progress,,,2025/06/06,IT 115
IT 115,B,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,IT 115
IT 115,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,IT 115
IT 115,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,IT 115
IT 115,B,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,IT 115
MIS SHREDDING 117,B,1,Wall Drywall,complete,,2025/06/06,2025/06/06,MIS SHREDDING 117
MIS SHREDDING 117,B,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Plumbing,in-progress,,,2025/06/06,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,MIS SHREDDING 117
COPY/MAIL ROOM 114,B,1,Wall Drywall,complete,,2025/06/06,2025/06/06,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Plumbing,in-progress,,,2025/06/06,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,COPY/MAIL ROOM 114
MAIN JANITORIAL111,B,1,Wall Drywall,complete,,2025/06/06,2025/06/06,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,In Wall Insulation,complete,,2025/06/06,2025/06/06,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Plumbing,in-progress,,,2025/06/06,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Wall Drywall Finish,complete,,2025/06/06,2025/06/06,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,MAIN JANITORIAL111
MAIN ELECTRICAL ROOM 123,B,1,Wall Drywall,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,In Wall Insulation,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Plumbing,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Wall Drywall Finish,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Wall Prime Paint,in-progress,,,2025/06/06,MAIN ELECTRICAL ROOM 123
MECHANICAL ROOM 122,B,1,Wall Drywall,in-progress,,,2025/06/06,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,In Wall Insulation,in-progress,,,2025/06/06,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Plumbing,in-progress,,,2025/06/06,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Wall Drywall Finish,in-progress,,,2025/06/06,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Duct Insulation,in-progress,,,2025/06/06,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Duct Rough In,in-progress,,,2025/06/06,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Wall Prime Paint,complete,,2025/06/06,2025/06/06,MECHANICAL ROOM 122
MACHINE ROOM 191,B,1,Wall Drywall,complete,,2025/06/06,2025/06/06,MACHINE ROOM 191
