"Activity ID","Name","Start","Finish","Duration","Trade/Area","Predicted Location","Predicted Trade Name"
"CN-F-Z01.MYD.S14.PRN.004","Pull & Port PRN Fiber from EY05-SSS-A to MY05-PDC-CUB-6","2025-11-09","2025-11-09","56","UNO3A > 05 > 08 > 1 > 9 > 2","EYD1 USS Yard","Mechanical Yard Equipment Placement"
"CN-F-Z01.MYD.S14.PRN.005","Pull & Port PRN Fiber from EY05-SSS-B to MY05-PDC-CUB-1","2025-11-09","2025-11-09","56","UNO3A > 05 > 08 > 1 > 9 > 2","EYD1 USS Yard","Mechanical Yard Equipment Placement"
"CN-F-Z01.MYD.S14.PRN.006","Pull & Port PRN Fiber from EY05-SSS-B to MY05-PDC-CUB-2","2025-11-09","2025-11-09","56","UNO3A > 05 > 08 > 1 > 9 > 2","EYD1 USS Yard","Mechanical Yard Equipment Placement"
"CN-F-Z01.MYD.S14.PRN.007","Pull & Port PRN Fiber from EY05-SSS-B to MY05-PDC-CUB-4","2025-11-09","2025-11-09","56","UNO3A > 05 > 08 > 1 > 9 > 2","EYD1 USS Yard","Mechanical Yard Equipment Placement"
"CN-F-Z01.MYD.S14.PRN.008","Pull & Port PRN Fiber from EY05-SSS-B to MY05-PDC-CUB-6","2025-11-09","2025-11-09","56","UNO3A > 05 > 08 > 1 > 9 > 2","EYD1 USS Yard","Mechanical Yard Equipment Placement"
"CN-F-Z02.DCH.S27.MOD.021","Interconnect Zone 2 DCH North Perimeter Conveyance Modules","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 1","Zone 2 Conveyance","Conveyance"
"CN-F-Z02.DCH.S27.MOD.035","Install Zone 2 DCH South Perimeter Raceway Modules","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 1","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z02.DCH.S27.DRP.037","Install Zone 2 DCH North Perimeter Conduit Drops","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 1","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z02.DCH.S27.DRP.038","Install Zone 2 DCH East Perimeter Conduit Drops","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 1","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z02.DCH.S27.DRP.039","Install Zone 2 DCH South Perimeter Conduit Drops","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 1","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z02.DCH.S27.DRP.040","Install Zone 2 DCH West Perimeter Conduit Drops","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 3 > 3 > 1 > 1","Zone 2 Conveyance","Electrical Yard Equipment Conduit"
"CN-F-Z02.EYD.USS.01-4","EYD Zone 2 USS 01-04 Install Trestle Steel","2025-11-09","2025-11-14","40","UNO3A > 05 > 07 > 02 > 2 > 10 > 1 > 2","Zone 2 Conveyance","Structural Steel"
"CN-F-Z01.MYD.USS.04","MYD Zone 1 USS 04 Install Trestle Steel","2025-11-09","2025-11-14","40","UNO3A > 05 > 08 > 1 > 9 > 2 > 1 > 4","Zone 1 Conveyance","Structural Steel"
"CN-F-Z02.EYD.S36.CP.009","Prep,Set EYD Security Camera Pole CP-EYD-05","2025-11-09","2025-11-12","24","UNO3A > 05 > 09 > 2 > 2","EYD2 USS Yard","Electrical Yard Equipment Placement"
"CN-F-Z02.EYD.S36.CP.037","Mount Camera handhole,Power handhole,SFE to Pole CP-EYD-14","2025-11-09","2025-11-12","24","UNO3A > 05 > 09 > 2 > 2","EYD1 USS Yard","Electrical Yard Equipment Placement"
"CN-F-Z01.MYD.S36.CP.040","Prep,Set MYD Security Camera Pole CP-MYD-01","2025-11-09","2025-11-12","24","UNO3A > 05 > 09 > 1 > 1","MYD1 MCP","Mechanical Yard Equipment Placement"
"CN-F-Z02.MYD.S36.CP.041","Prep,Set MYD Security Camera Pole CP-MYD-02","2025-11-09","2025-11-12","24","UNO3A > 05 > 09 > 2 > 1","MYD1 MCP","Mechanical Yard Equipment Placement"
"CN-F-Z02.MYD.S36.CP.042","Prep,Set MYD Security Camera Pole CP-MYD-03","2025-11-09","2025-11-12","24","UNO3A > 05 > 09 > 2 > 1","MYD1 MCP","Mechanical Yard Equipment Placement"
"PRO-OFE-006","Deliver Z2 S18 Conveyance (FTI)","2025-11-09","2025-12-02","40","UNO3A > 04 > 03 > 01","EYD1 USS Yard","Conveyance"
"719361049","Connections-FIRE PUMPHOUSE,BUILDOUT","2025-11-09","2025-11-14","40","UNO3A > 05 > 08 > 1 > 6 > 4","Fire Pump House","Booster Pump System Installation"
"173573262","DCH1-Overhead Fire Suppression-Pneumatic Test","2025-11-09","2025-11-11","16","UNO3A > 05 > 06 > 2","DCH1",""
"404433676","DCH2-West Wall-Install Permanent Frames/Doors","2025-11-09","2025-11-11","16","UNO3A > 05 > 06 > 3 > 1 > 7","DCH2","Structural Steel"
"998296533","DCH1-Fire Riser 1-521-Install Finishes","2025-11-09","2025-11-10","8","UNO3A > 05 > 06 > 2 > 3 > 1","DCH1",""
"998296613","DCH1-Fire Riser 1-522-Install Finishes","2025-11-09","2025-11-10","8","UNO3A > 05 > 06 > 2 > 3 > 2","DCH1",""
"998296623","DCH1-Fire Riser 1-522-Set EUH","2025-11-09","2025-11-10","8","UNO3A > 05 > 06 > 2 > 3 > 2","DCH1",""
"998296863","DCH1-Restroom 1-513-Hang,Tape,& Finish Drywall","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 2 > 3 > 3","DCH1",""
"CON-8387","EYD2-Set Equipment USS-28-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8417","EYD2-Set Equipment USS-29-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8447","EYD2-Set Equipment USS-30-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8477","EYD2-Set Equipment USS-31-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8507","EYD2-Set Equipment USS-32-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8537","EYD2-Set Equipment USS-33-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8567","EYD2-Set Equipment USS-34-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8597","EYD2-Set Equipment USS-35-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8627","EYD2-Set Equipment USS-36-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8657","EYD2-Set Equipment USS-37-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8687","EYD2-Set Equipment USS-38-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-8717","EYD2-Set Equipment USS-39-RMU (Schneider)","2025-11-09","2025-11-10","8","UNO3A > 05 > 07 > 02 > 2","EYD2 Gen Yard",""
"CON-116150","Deliver Hilti Steel - EYD2 - S18","2025-11-09","2025-11-09","0","UNO3A > 05 > 07 > 02 > 2 > 10","EYD2 Gen Yard","Structural Steel"
"CON-116140","Deliver Cable Trays - EYD2 - S18","2025-11-09","2025-11-09","0","UNO3A > 05 > 07 > 02 > 2 > 10","EYD2 Gen Yard","Electrical Yard Equipment Conduit"
"CON-1111","BMS-DCH1-Pull Fiber Loop","2025-11-09","2025-11-21","80","UNO3A > 05 > 06 > 4 > 2","DCH1",""
"CON-1151","BMS-DCH1-Leak Detection-Pull Wire-North West","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 4 > 2","DCH1",""
"CON-1331","PMS-DCH1-Shiraz Bus Plugs-Pull Wire @ SPD1","2025-11-09","2025-11-14","40","UNO3A > 05 > 06 > 4 > 1","DCH1",""
"CON-1471","PMS-DCH1-Fiber Ring-Pull Fiber","2025-11-09","2025-11-21","80","UNO3A > 05 > 06 > 4 > 1","DCH1",""
"CON-1501","PMS-DCH2-Fiber Ring-Pull Fiber","2025-11-09","2025-11-21","80","UNO3A > 05 > 06 > 4 > 1","DCH2",""
"CON-BB-4555","EYD1-RMU to SSS-A MV Pulls","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4565","EYD1-RMU to SSS-A AC Pulls and terms","2025-11-09","2025-11-09","48","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4575","EYD1-RMU to SSS-A DC Pulls and terms","2025-11-09","2025-11-09","48","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4585","EYD1-RMU to SSS-A Control Pulls and terms","2025-11-09","2025-11-09","64","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4595","EYD1-RMU to SSS-B MV Pulls","2025-11-09","2025-11-09","64","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4605","EYD1-RMU to SSS-B AC Pulls and Terms","2025-11-09","2025-11-09","48","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4615","EYD1-RMU to SSS-B DC Pulls and Terms","2025-11-09","2025-11-09","48","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4625","EYD1-RMU to SSS-B Control Pulls and Terms","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4635","EYD1-RMU to RMU Trays","2025-11-09","2025-11-09","48","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4645","EYD1-RMU to RMU MV Pulls","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4655","EYD1-RMU to RMU MV Terms & Torques","2025-11-09","2025-12-01","112","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4705","EYD1-SSS-A&B MV L2 CX","2025-11-09","2025-11-09","0","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4955","EYD1-S18 USS 480 Tap Box Pulls","2025-11-09","2025-12-09","160","UNO3A > 05 > 07 > 01 > 1 > 3","EYD1 Gen Yard",""
"CON-BB-5065","EYD1-S14 SSS-A to GPS MV/LV Pulls","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 2","EYD1 Gen Yard",""
"CON-BB-5075","EYD1-S14 SSS-B to GPS MV/LV Pulls","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 2","EYD1 Gen Yard",""
"CON-BB-5085","EYD1-S14 SSS-A to GPS MV/LV Terms & Torques","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 2","EYD1 Gen Yard",""
"CON-BB-5095","EYD1-S14 SSS-B to GPS MV/LV Terms & Torques","2025-11-09","2025-11-14","40","UNO3A > 05 > 07 > 01 > 1 > 2","EYD1 Gen Yard",""
"CON-BB-5275","EYD2-S14 Gen Trays Group 1","2025-11-09","2025-11-11","16","UNO3A > 05 > 07 > 02 > 1 > 2","EYD2 Gen Yard","Generator Placement"
"CON-BB-5535","EYD1-RMU to SSS-A MV Terms & Torques","2025-11-09","2025-11-19","104","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-5545","EYD1-RMU to SSS-B MV Terms & Torques","2025-11-09","2025-11-26","104","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-6240","EYD1-Deliver and set Tornado shelter","2025-11-09","2025-11-09","8","UNO3A > 05 > 07 > 01 > 4","EYD1 Gen Yard",""
"CON-BB-4915","EYD1-RMU to RMU AC Pulls and Terms","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4925","EYD1-RMU to RMU DC Pulls and Terms","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4935","EYD1-RMU to RMU Controls Pulls and Terms","2025-11-09","2025-11-09","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-4945","EYD1-RMU to LV DC Pulls and Terms","2025-11-09","2025-11-14","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-5465","EYD1-RMU to LV AC Pulls and Terms","2025-11-09","2025-11-14","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CON-BB-5475","EYD1-RMU to LV Control Pulls and Terms","2025-11-09","2025-11-14","40","UNO3A > 05 > 07 > 01 > 1 > 4","EYD1 Gen Yard",""
"CX-11324","EYD1-Ring 1 L2 GCQ (Control power/RCX) 1&2","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-11334","EYD1-Ring 2 L2 GCQ (Control Power/RCX) 3-5","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-11354","EYD1-Ring 4 L2 GCQ (Control Power/RCX) 9-11","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-11374","EYD1-Ring 6 L2 GCQ (Control Power/RCX) 15-17","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-11384","EYD1-Ring 7 L2 GCQ (Control Power/RCX) 18-20","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-11394","EYD1-Ring 8 L2 GCQ (Control Power/RCX) 21-23","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"CX-11404","EYD1-Ring 9 L2 GCQ (Control Power/RCX) 24-26","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 1 > 2","EYD1 Gen Yard",""
"998306373","MCP-1-Connect Int. Makeup Water to PCS Makeup Water Piping","2025-11-09","2025-12-03","128","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP","MWT Installation"
"998306493","MCP-1-Install Cooling Tower Drainage Piping","2025-11-09","2025-11-20","64","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP",""
"998306503","MCP-1-Install 610 Motor Heater Conduit","2025-11-09","2025-11-11","32","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP","Electrical Yard Equipment Conduit"
"998306603","MCP-1-Install 610 Motor Conduit","2025-11-09","2025-11-18","32","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP","Electrical Yard Equipment Conduit"
"998306633","MCP-1-Mount Panels @ Basin Heater & Heat Trace Skid","2025-11-09","2025-11-19","16","UNO3A > 05 > 08 > 1 > 2","MYD1 MCP",""
"998307013","MCP-2-Connect Int. Makeup Water to PCS Makeup Water Piping","2025-11-09","2025-11-17","48","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP","MWT Installation"
"998307133","MCP-2-Install Cooling Tower Drainage Piping","2025-11-09","2025-11-19","64","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP",""
"998307143","MCP-2-Install 610 Motor Heater Conduit","2025-11-09","2025-11-13","32","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP","Electrical Yard Equipment Conduit"
"998307243","MCP-2-Install 610 Motor Conduit","2025-11-09","2025-11-13","32","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP","Electrical Yard Equipment Conduit"
"998307273","MCP-2-Mount Panels @ Basin Heater & Heat Trace Skid","2025-11-09","2025-11-11","16","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP",""
"998307303","MCP-2-CDW Piping Head Test","2025-11-09","2025-11-14","40","UNO3A > 05 > 08 > 1 > 3","MYD1 MCP",""
"998307693","MCP-4-Install Ground to Platform Stairs","2025-11-09","2025-11-13","32","UNO3A > 05 > 08 > 1 > 4","MYD1 MCP","Concrete Formwork"
"998307833","MCP-4-Connect Platform CDW Piping to Roof CDW Piping","2025-11-09","2025-11-11","16","UNO3A > 05 > 08 > 1 > 4","MYD1 MCP","Concrete Formwork"
"998307883","MCP-4-Install 610 Motor Conduit","2025-11-09","2025-11-13","32","UNO3A > 05 > 08 > 1 > 4","MYD1 MCP","Electrical Yard Equipment Conduit"
"998307913","MCP-4-Mount Panels @ Basin Heater & Heat Trace Skid","2025-11-09","2025-11-11","16","UNO3A > 05 > 08 > 1 > 4","MYD1 MCP",""
"998308043","MCP-4-Hydro Test on S25 PCW (Valve Tree to MCP 1st Valve)","2025-11-09","2025-11-12","24","UNO3A > 05 > 08 > 1 > 4","MYD1 MCP",""
"998308283","MCP-6-Assemble & Set Cooling Tower (Marley)","2025-11-09","2025-11-18","56","UNO3A > 05 > 08 > 1 > 5","EYD1 USS Yard",""
"998308293","MCP-6-Connect Int. Makeup Water to PCS Makeup Water Piping","2025-11-09","2025-11-17","48","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP","MWT Installation"
"998308333","MCP-6-Install Ground to Platform Stairs","2025-11-09","2025-11-13","32","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP","Concrete Formwork"
"998308553","MCP-6-Mount Panels @ Basin Heater & Heat Trace Skid","2025-11-09","2025-11-11","16","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP",""
"998308623","MCP-6-Install Grating, Handrail, & Piping @ Cooling Tower Platform In Air","2025-11-09","2025-11-09","56","UNO3A > 05 > 08 > 1 > 5","MYD1 MCP","Concrete Formwork"
"CX-2100","EYD1 SSS-A BMS/PMS Startup configuration","2025-11-09","2025-11-09","40","UNO3A > 06 > 01 > 2 > 1 > 1 > 1","EYD1 Gen Yard",""
"CX-2110","EYD1 SSS-A BMS/PMS Points Verification","2025-11-09","2025-11-11","16","UNO3A > 06 > 01 > 2 > 1 > 1 > 1","EYD1 Gen Yard",""
"CX-11794","EYD1 SSS-B BMS/PMS Startup configuration","2025-11-09","2025-11-14","40","UNO3A > 06 > 01 > 2 > 1 > 1 > 1","EYD1 Gen Yard",""
"CX-11874","EYD1 BMS/PMS Startup config RMU USS XMFR Ring 2 (3-5)","2025-11-09","2025-11-09","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-11864","EYD1 BMS/PMS Secondary Points Verification RMU USS XMFR Ring 1 (1&2)","2025-11-09","2025-11-12","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-11884","EYD1 BMS/PMS Secondary Points Verification RMU USS XMFR Ring 2 (3-5)","2025-11-09","2025-11-12","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-11924","EYD1 BMS/PMS Secondary Points Verification RMU USS XMFR Ring 4 (9-11)","2025-11-09","2025-11-12","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-11954","EYD1 BMS/PMS Startup config RMU USS XMFR Ring 6 (15-17)","2025-11-09","2025-11-09","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-11964","EYD1 BMS/PMS Secondary Points Verification RMU USS XMFR Ring 6 (15-17)","2025-11-09","2025-11-12","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-12034","EYD1 BMS/PMS Startup config RMU USS XMFR MDA Ring","2025-11-09","2025-11-09","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CX-12044","EYD1 BMS/PMS Secondary Points Verification RMU USS XMFR MDA Ring","2025-11-09","2025-11-12","24","UNO3A > 06 > 01 > 2 > 1 > 1 > 2","EYD1 Gen Yard",""
"CN-F-Z01.DCH.S18.TB.2251","Terminate at EY05-SWGR-USS-13","2025-11-09","2025-11-11","16","UNO3A > 05 > 07 > 01 > 2 > 9 > 1 > 2","EYD1 USS Yard",""
"CON-116230","EYD1-USS 8-XFMR Hitachi Returns Repaired  XFMR to Site","2025-11-09","2025-11-17","8","UNO3A > 03 > 5","EYD1 Gen Yard",""
"CON-116350","EYD1-USS 13-XFMR Hitachi Pick-Up XFMR LEAD Time","2025-11-09","2025-11-17","8","UNO3A > 03 > 6","EYD1 Gen Yard",""
"PRO-OFE-427","MYD2-Deliver MCP-07 CTS Support Steel Lead Time","2025-11-09","2025-12-10","424","UNO3A > 03 > 9","MYD2 MCP","Structural Steel"
"PRO-OFE-417","MYD2-Deliver MCP-09 CTS Support Steel Lead Time","2025-11-09","2025-12-24","40","UNO3A > 03 > 9","MYD2 MCP","Structural Steel"
"PRO-OFE-437","MYD2-Deliver MCP-11 CTS Support Steel Lead Time","2025-11-09","2026-01-07","40","UNO3A > 03 > 9","MYD2 MCP","Structural Steel"
"CON-7565","EYD1-S15 fuel fill install steel and pipe","2025-11-09","2025-11-09","160","UNO3A > 05 > 07 > 01 > 4","EYD1 Gen Yard","Backfill"
"CON-7575","EYD1 - S15 set Fuel fill skid","2025-11-09","2025-11-09","8","UNO3A > 05 > 07 > 01 > 4","EYD1 Gen Yard","Backfill"
"CON-7585","EYD1 - S15 Fuel Fill System Flush","2025-11-09","2025-11-21","80","UNO3A > 05 > 07 > 01 > 4","EYD1 Gen Yard","Backfill"
"998310993","MCP-1-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"998311003","MCP-2-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"998311013","MCP-4-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"998311023","MCP-6-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"998311033","MCP-7-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"998311043","MCP-9-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"998311053","MCP-11-CTS Wind Load Modifications","2025-11-09","2025-11-13","32","UNO3A > 03 > 12","MYD1 MCP",""
"CN-F-Z01.DCH.S18.TB.2057","Pull from EY05-SWGR-USS-24 to TAPBOX-33BOT","2025-11-10","2025-11-11","8","UNO3A > 05 > 07 > 01 > 2 > 9 > 1 > 2","EYD1 USS Yard",""
"CN-F-Z01.DCH.S18.TB.2058","Pull from EY05-SWGR-USS-24 to TAPBOX-35BOT","2025-11-10","2025-11-11","8","UNO3A > 05 > 07 > 01 > 2 > 9 > 1 > 2","EYD1 USS Yard",""
"CN-F-Z01.DCH.S18.TB.2059","Pull from EY05-SWGR-USS-24 to TAPBOX-36BOT","2025-11-10","2025-11-11","8","UNO3A > 05 > 07 > 01 > 2 > 9 > 1 > 2","EYD1 USS Yard",""
"CN-F-Z01.EYD.S14.PRN.005","Pull & Port PRN Fiber from EY05-GPS to EY05-GEN-5","2025-11-10","2025-11-11","8","UNO3A > 05 > 07 > 01 > 2 > FTIS14 Zone 1 > 18 > 4","Zone 1 Conveyance","Generator Placement"
"CX-10114","MYD1-Battery Skid Temp Energization for Control Power","2025-11-11","2025-11-12","8","UNO3A > 06 > 01 > 1 > 2 > 6","MYD1 MCP",""
"CX-10220","MYD1-PDC-CUB-1 L2 (Control Power/RCx)","2025-11-11","2025-11-11","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 2","MYD1 MCP",""
"CX-10129","MYD1-RMU1 L2 (Control Power/RCx)","2025-11-11","2025-11-11","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 6","MYD1 MCP",""
"CX-10130","MYD1-RMU2 L2 (Control Power/RCx)","2025-11-11","2025-11-11","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 6","MYD1 MCP",""
"CX-10126","MYD1-Battery Skid A L2 Yellow Tag","2025-11-11","2025-11-11","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 7","MYD1 MCP",""
"CX-10127","MYD1-Battery Skid B L2 Yellow Tag","2025-11-11","2025-11-11","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 7","MYD1 MCP",""
"CX-10113","MYD1-Battery Skid Temp Energization for Control Power L2 Yellow Tag","2025-11-11","2025-11-11","0","UNO3A > 06 > 01 > 4 > 5 > 2 > 7","MYD1 MCP",""
"CX-10449","EYD1-RMU Module MDA-A L2 Yellow Tag","2025-11-11","2025-11-13","16","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 2 > 1","EYD1 Gen Yard",""
"CX-10450","EYD1-RMU Module MDA-F L2 Yellow Tag","2025-11-11","2025-11-13","16","UNO3A > 06 > 01 > 4 > 6 > 3 > 3 > 2 > 1","EYD1 Gen Yard",""
"INTF.TO.GCQC.YT.8262","INTERFACE-To GC QC (For Yellow Tag)-MY05-PNL-PP-A->","2025-11-11","2025-11-11","0","UNO3A > 05 > FW > 3","MYD2 MCP",""
"INTF.TO.GCQC.YT.8263","INTERFACE-To GC QC (For Yellow Tag)-MY05-PNL-PP-B->","2025-11-11","2025-11-11","0","UNO3A > 05 > FW > 3","MYD2 MCP",""
"INTF.TO.GCQC.YT.8264","INTERFACE-To GC QC (For Yellow Tag)-MY05-PNL-RP-B->","2025-11-11","2025-11-11","0","UNO3A > 05 > FW > 3","MYD2 MCP",""
"CN-F-Z01.DCH.S39.HA-01.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-1 in Room 1-500-Zone 1 DCH","2025-11-11","2025-11-13","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.MDA-2.0002","Install VESDA Panel for Inside Hot Aisle Loop MDA HA N-2 in Room 1-500-Zone 1 DCH","2025-11-11","2025-11-13","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.DCH.S39.HA-01.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-1 in Room 1-500-Zone 1 DCH","2025-11-11","2025-11-13","16","UNO3A > 05 > 06 > 2 > 1 > 11","Zone 1 Conveyance",""
"CN-F-Z01.MYD.S24.BPS-2.1710","Ground EXC-XFMR-BPS in Zone 1","2025-11-11","2025-11-18","40","UNO3A > 05 > 08 > 1 > 9 > 2 > 1 > 4","Zone 1 Conveyance","Mechanical Yard Equipment Placement"
"CN-F-Z01.MYD.S24.BPS-2.1725","Complete Pathway to EXC-XFMR-BPS in Zone 1 MYD","2025-11-11","2025-11-11","8","UNO3A > 05 > 08 > 1 > 9 > 2 > 1 > 4","Zone 1 Conveyance","Mechanical Yard Equipment Placement"
